"","state_to","state_from","flow","year","st_to","st_from"
"513","Georgia","Arizona",3395,2005,"GA","AZ"
"514","Georgia","Arkansas",1178,2005,"GA","AR"
"515","Georgia","California",20673,2005,"GA","CA"
"516","Georgia","Colorado",3488,2005,"GA","CO"
"517","Georgia","Connecticut",3680,2005,"GA","CT"
"518","Georgia","Delaware",650,2005,"GA","DE"
"519","Georgia","District of Columbia",420,2005,"GA","DC"
"520","Georgia","Florida",54126,2005,"GA","FL"
"521","Georgia","Hawaii",861,2005,"GA","HI"
"522","Georgia","Idaho",698,2005,"GA","ID"
"523","Georgia","Illinois",5590,2005,"GA","IL"
"524","Georgia","Indiana",6990,2005,"GA","IN"
"525","Georgia","Iowa",683,2005,"GA","IA"
"526","Georgia","Kansas",2175,2005,"GA","KS"
"527","Georgia","Kentucky",5952,2005,"GA","KY"
"528","Georgia","Louisiana",9398,2005,"GA","LA"
"529","Georgia","Maine",255,2005,"GA","ME"
"530","Georgia","Maryland",3909,2005,"GA","MD"
"531","Georgia","Massachusetts",5164,2005,"GA","MA"
"532","Georgia","Michigan",6548,2005,"GA","MI"
"533","Georgia","Minnesota",1659,2005,"GA","MN"
"534","Georgia","Mississippi",5589,2005,"GA","MS"
"535","Georgia","Missouri",2268,2005,"GA","MO"
"536","Georgia","Montana",256,2005,"GA","MT"
"537","Georgia","Nebraska",1188,2005,"GA","NE"
"538","Georgia","Nevada",2669,2005,"GA","NV"
"539","Georgia","New Hampshire",505,2005,"GA","NH"
"540","Georgia","New Jersey",5908,2005,"GA","NJ"
"541","Georgia","New Mexico",469,2005,"GA","NM"
"542","Georgia","New York",31412,2005,"GA","NY"
"543","Georgia","North Carolina",15529,2005,"GA","NC"
"544","Georgia","North Dakota",456,2005,"GA","ND"
"545","Georgia","Ohio",7362,2005,"GA","OH"
"546","Georgia","Oklahoma",2321,2005,"GA","OK"
"547","Georgia","Oregon",1709,2005,"GA","OR"
"548","Georgia","Pennsylvania",6024,2005,"GA","PA"
"549","Georgia","Puerto Rico",595,2005,"GA","PR"
"550","Georgia","Rhode Island",671,2005,"GA","RI"
"551","Georgia","South Carolina",12609,2005,"GA","SC"
"552","Georgia","South Dakota",79,2005,"GA","SD"
"553","Georgia","Tennessee",16688,2005,"GA","TN"
"554","Georgia","Texas",14605,2005,"GA","TX"
"555","Georgia","Utah",1343,2005,"GA","UT"
"556","Georgia","Vermont",506,2005,"GA","VT"
"557","Georgia","Virginia",9697,2005,"GA","VA"
"558","Georgia","Washington",7117,2005,"GA","WA"
"559","Georgia","West Virginia",881,2005,"GA","WV"
"560","Georgia","Wisconsin",3597,2005,"GA","WI"
"561","Georgia","Wyoming",0,2005,"GA","WY"
"562","Hawaii","Alabama",1464,2005,"HI","AL"
"563","Hawaii","Alaska",125,2005,"HI","AK"
"564","Hawaii","Arizona",1409,2005,"HI","AZ"
"565","Hawaii","Arkansas",207,2005,"HI","AR"
"566","Hawaii","California",15261,2005,"HI","CA"
"567","Hawaii","Colorado",1968,2005,"HI","CO"
"568","Hawaii","Connecticut",214,2005,"HI","CT"
"569","Hawaii","Delaware",0,2005,"HI","DE"
"570","Hawaii","District of Columbia",56,2005,"HI","DC"
"571","Hawaii","Florida",1260,2005,"HI","FL"
"572","Hawaii","Georgia",411,2005,"HI","GA"
"573","Hawaii","Idaho",1083,2005,"HI","ID"
"574","Hawaii","Illinois",588,2005,"HI","IL"
"575","Hawaii","Indiana",51,2005,"HI","IN"
"576","Hawaii","Iowa",470,2005,"HI","IA"
"577","Hawaii","Kansas",320,2005,"HI","KS"
"578","Hawaii","Kentucky",603,2005,"HI","KY"
"579","Hawaii","Louisiana",1038,2005,"HI","LA"
"580","Hawaii","Maine",63,2005,"HI","ME"
"581","Hawaii","Maryland",941,2005,"HI","MD"
"582","Hawaii","Massachusetts",240,2005,"HI","MA"
"583","Hawaii","Michigan",1051,2005,"HI","MI"
"584","Hawaii","Minnesota",479,2005,"HI","MN"
"585","Hawaii","Mississippi",748,2005,"HI","MS"
"586","Hawaii","Missouri",31,2005,"HI","MO"
"587","Hawaii","Montana",33,2005,"HI","MT"
"588","Hawaii","Nebraska",569,2005,"HI","NE"
"589","Hawaii","Nevada",1305,2005,"HI","NV"
"590","Hawaii","New Hampshire",75,2005,"HI","NH"
"591","Hawaii","New Jersey",1697,2005,"HI","NJ"
"592","Hawaii","New Mexico",116,2005,"HI","NM"
"593","Hawaii","New York",1748,2005,"HI","NY"
"594","Hawaii","North Carolina",655,2005,"HI","NC"
"595","Hawaii","North Dakota",51,2005,"HI","ND"
"596","Hawaii","Ohio",306,2005,"HI","OH"
"597","Hawaii","Oklahoma",0,2005,"HI","OK"
"598","Hawaii","Oregon",1392,2005,"HI","OR"
"599","Hawaii","Pennsylvania",351,2005,"HI","PA"
"600","Hawaii","Puerto Rico",199,2005,"HI","PR"
"601","Hawaii","Rhode Island",85,2005,"HI","RI"
"602","Hawaii","South Carolina",472,2005,"HI","SC"
"603","Hawaii","South Dakota",44,2005,"HI","SD"
"604","Hawaii","Tennessee",785,2005,"HI","TN"
"605","Hawaii","Texas",3644,2005,"HI","TX"
"606","Hawaii","Utah",1188,2005,"HI","UT"
"607","Hawaii","Vermont",0,2005,"HI","VT"
"608","Hawaii","Virginia",2111,2005,"HI","VA"
"609","Hawaii","Washington",2074,2005,"HI","WA"
"610","Hawaii","West Virginia",0,2005,"HI","WV"
"611","Hawaii","Wisconsin",168,2005,"HI","WI"
"612","Hawaii","Wyoming",113,2005,"HI","WY"
"613","Idaho","Alabama",185,2005,"ID","AL"
"614","Idaho","Alaska",1650,2005,"ID","AK"
"615","Idaho","Arizona",2259,2005,"ID","AZ"
"616","Idaho","Arkansas",0,2005,"ID","AR"
"617","Idaho","California",15663,2005,"ID","CA"
"618","Idaho","Colorado",2425,2005,"ID","CO"
"619","Idaho","Connecticut",251,2005,"ID","CT"
"620","Idaho","Delaware",0,2005,"ID","DE"
"621","Idaho","District of Columbia",29,2005,"ID","DC"
"622","Idaho","Florida",1393,2005,"ID","FL"
"623","Idaho","Georgia",179,2005,"ID","GA"
"624","Idaho","Hawaii",455,2005,"ID","HI"
"625","Idaho","Illinois",842,2005,"ID","IL"
"626","Idaho","Indiana",69,2005,"ID","IN"
"627","Idaho","Iowa",421,2005,"ID","IA"
"628","Idaho","Kansas",54,2005,"ID","KS"
"629","Idaho","Kentucky",50,2005,"ID","KY"
"630","Idaho","Louisiana",65,2005,"ID","LA"
"631","Idaho","Maine",0,2005,"ID","ME"
"632","Idaho","Maryland",1492,2005,"ID","MD"
"633","Idaho","Massachusetts",343,2005,"ID","MA"
"634","Idaho","Michigan",703,2005,"ID","MI"
"635","Idaho","Minnesota",366,2005,"ID","MN"
"636","Idaho","Mississippi",81,2005,"ID","MS"
"637","Idaho","Missouri",1068,2005,"ID","MO"
"638","Idaho","Montana",2168,2005,"ID","MT"
"639","Idaho","Nebraska",481,2005,"ID","NE"
"640","Idaho","Nevada",3355,2005,"ID","NV"
"641","Idaho","New Hampshire",0,2005,"ID","NH"
"642","Idaho","New Jersey",331,2005,"ID","NJ"
"643","Idaho","New Mexico",584,2005,"ID","NM"
"644","Idaho","New York",346,2005,"ID","NY"
"645","Idaho","North Carolina",196,2005,"ID","NC"
"646","Idaho","North Dakota",206,2005,"ID","ND"
"647","Idaho","Ohio",341,2005,"ID","OH"
"648","Idaho","Oklahoma",204,2005,"ID","OK"
"649","Idaho","Oregon",6643,2005,"ID","OR"
"650","Idaho","Pennsylvania",652,2005,"ID","PA"
"651","Idaho","Puerto Rico",50,2005,"ID","PR"
"652","Idaho","Rhode Island",332,2005,"ID","RI"
"653","Idaho","South Carolina",229,2005,"ID","SC"
"654","Idaho","South Dakota",0,2005,"ID","SD"
"655","Idaho","Tennessee",415,2005,"ID","TN"
"656","Idaho","Texas",2034,2005,"ID","TX"
"657","Idaho","Utah",7210,2005,"ID","UT"
"658","Idaho","Vermont",0,2005,"ID","VT"
"659","Idaho","Virginia",328,2005,"ID","VA"
"660","Idaho","Washington",10696,2005,"ID","WA"
"661","Idaho","West Virginia",0,2005,"ID","WV"
"662","Idaho","Wisconsin",366,2005,"ID","WI"
"663","Idaho","Wyoming",1177,2005,"ID","WY"
"664","Illinois","Alabama",1551,2005,"IL","AL"
"665","Illinois","Alaska",2879,2005,"IL","AK"
"666","Illinois","Arizona",5050,2005,"IL","AZ"
"667","Illinois","Arkansas",2549,2005,"IL","AR"
"668","Illinois","California",18821,2005,"IL","CA"
"669","Illinois","Colorado",4401,2005,"IL","CO"
"670","Illinois","Connecticut",966,2005,"IL","CT"
"671","Illinois","Delaware",357,2005,"IL","DE"
"672","Illinois","District of Columbia",293,2005,"IL","DC"
"673","Illinois","Florida",15093,2005,"IL","FL"
"674","Illinois","Georgia",4102,2005,"IL","GA"
"675","Illinois","Hawaii",995,2005,"IL","HI"
"676","Illinois","Idaho",436,2005,"IL","ID"
"677","Illinois","Indiana",18035,2005,"IL","IN"
"678","Illinois","Iowa",12186,2005,"IL","IA"
"679","Illinois","Kansas",2420,2005,"IL","KS"
"680","Illinois","Kentucky",2712,2005,"IL","KY"
"681","Illinois","Louisiana",2441,2005,"IL","LA"
"682","Illinois","Maine",243,2005,"IL","ME"
"683","Illinois","Maryland",3182,2005,"IL","MD"
"684","Illinois","Massachusetts",4042,2005,"IL","MA"
"685","Illinois","Michigan",10826,2005,"IL","MI"
"686","Illinois","Minnesota",6768,2005,"IL","MN"
"687","Illinois","Mississippi",5257,2005,"IL","MS"
"688","Illinois","Missouri",15022,2005,"IL","MO"
"689","Illinois","Montana",321,2005,"IL","MT"
"690","Illinois","Nebraska",1595,2005,"IL","NE"
"691","Illinois","Nevada",2753,2005,"IL","NV"
"692","Illinois","New Hampshire",558,2005,"IL","NH"
"693","Illinois","New Jersey",1566,2005,"IL","NJ"
"694","Illinois","New Mexico",84,2005,"IL","NM"
"695","Illinois","New York",5490,2005,"IL","NY"
"696","Illinois","North Carolina",2885,2005,"IL","NC"
"697","Illinois","North Dakota",531,2005,"IL","ND"
"698","Illinois","Ohio",5894,2005,"IL","OH"
"699","Illinois","Oklahoma",1608,2005,"IL","OK"
"700","Illinois","Oregon",404,2005,"IL","OR"
"701","Illinois","Pennsylvania",4988,2005,"IL","PA"
"702","Illinois","Puerto Rico",1177,2005,"IL","PR"
"703","Illinois","Rhode Island",2028,2005,"IL","RI"
"704","Illinois","South Carolina",2677,2005,"IL","SC"
"705","Illinois","South Dakota",235,2005,"IL","SD"
"706","Illinois","Tennessee",3964,2005,"IL","TN"
"707","Illinois","Texas",11364,2005,"IL","TX"
"708","Illinois","Utah",1022,2005,"IL","UT"
"709","Illinois","Vermont",274,2005,"IL","VT"
"710","Illinois","Virginia",3446,2005,"IL","VA"
"711","Illinois","Washington",2007,2005,"IL","WA"
"712","Illinois","West Virginia",1405,2005,"IL","WV"
"713","Illinois","Wisconsin",11072,2005,"IL","WI"
"714","Illinois","Wyoming",78,2005,"IL","WY"
"715","Indiana","Alabama",664,2005,"IN","AL"
"716","Indiana","Alaska",240,2005,"IN","AK"
"717","Indiana","Arizona",2393,2005,"IN","AZ"
"718","Indiana","Arkansas",226,2005,"IN","AR"
"719","Indiana","California",7181,2005,"IN","CA"
"720","Indiana","Colorado",1219,2005,"IN","CO"
"721","Indiana","Connecticut",511,2005,"IN","CT"
"722","Indiana","Delaware",64,2005,"IN","DE"
"723","Indiana","District of Columbia",388,2005,"IN","DC"
"724","Indiana","Florida",9076,2005,"IN","FL"
"725","Indiana","Georgia",2415,2005,"IN","GA"
"726","Indiana","Hawaii",635,2005,"IN","HI"
"727","Indiana","Idaho",43,2005,"IN","ID"
"728","Indiana","Illinois",26428,2005,"IN","IL"
"729","Indiana","Iowa",1246,2005,"IN","IA"
"730","Indiana","Kansas",916,2005,"IN","KS"
"731","Indiana","Kentucky",12758,2005,"IN","KY"
"732","Indiana","Louisiana",738,2005,"IN","LA"
"733","Indiana","Maine",259,2005,"IN","ME"
"734","Indiana","Maryland",1101,2005,"IN","MD"
"735","Indiana","Massachusetts",347,2005,"IN","MA"
"736","Indiana","Michigan",10929,2005,"IN","MI"
"737","Indiana","Minnesota",710,2005,"IN","MN"
"738","Indiana","Mississippi",1376,2005,"IN","MS"
"739","Indiana","Missouri",4283,2005,"IN","MO"
"740","Indiana","Montana",40,2005,"IN","MT"
"741","Indiana","Nebraska",102,2005,"IN","NE"
"742","Indiana","Nevada",877,2005,"IN","NV"
"743","Indiana","New Hampshire",48,2005,"IN","NH"
"744","Indiana","New Jersey",1449,2005,"IN","NJ"
"745","Indiana","New Mexico",871,2005,"IN","NM"
"746","Indiana","New York",1579,2005,"IN","NY"
"747","Indiana","North Carolina",1581,2005,"IN","NC"
"748","Indiana","North Dakota",152,2005,"IN","ND"
"749","Indiana","Ohio",9993,2005,"IN","OH"
"750","Indiana","Oklahoma",399,2005,"IN","OK"
"751","Indiana","Oregon",581,2005,"IN","OR"
"752","Indiana","Pennsylvania",3814,2005,"IN","PA"
"753","Indiana","Puerto Rico",457,2005,"IN","PR"
"754","Indiana","Rhode Island",123,2005,"IN","RI"
"755","Indiana","South Carolina",1294,2005,"IN","SC"
"756","Indiana","South Dakota",392,2005,"IN","SD"
"757","Indiana","Tennessee",3381,2005,"IN","TN"
"758","Indiana","Texas",6457,2005,"IN","TX"
"759","Indiana","Utah",395,2005,"IN","UT"
"760","Indiana","Vermont",113,2005,"IN","VT"
"761","Indiana","Virginia",3954,2005,"IN","VA"
"762","Indiana","Washington",1040,2005,"IN","WA"
"763","Indiana","West Virginia",528,2005,"IN","WV"
"764","Indiana","Wisconsin",3350,2005,"IN","WI"
"765","Indiana","Wyoming",139,2005,"IN","WY"
"766","Iowa","Alabama",343,2005,"IA","AL"
"767","Iowa","Alaska",201,2005,"IA","AK"
"768","Iowa","Arizona",2010,2005,"IA","AZ"
"769","Iowa","Arkansas",812,2005,"IA","AR"
"770","Iowa","California",4962,2005,"IA","CA"
"771","Iowa","Colorado",2337,2005,"IA","CO"
"772","Iowa","Connecticut",167,2005,"IA","CT"
"773","Iowa","Delaware",0,2005,"IA","DE"
"774","Iowa","District of Columbia",0,2005,"IA","DC"
"775","Iowa","Florida",3150,2005,"IA","FL"
"776","Iowa","Georgia",1746,2005,"IA","GA"
"777","Iowa","Hawaii",18,2005,"IA","HI"
"778","Iowa","Idaho",64,2005,"IA","ID"
"779","Iowa","Illinois",13084,2005,"IA","IL"
"780","Iowa","Indiana",835,2005,"IA","IN"
"781","Iowa","Kansas",2489,2005,"IA","KS"
"782","Iowa","Kentucky",475,2005,"IA","KY"
"783","Iowa","Louisiana",483,2005,"IA","LA"
"784","Iowa","Maine",85,2005,"IA","ME"
"785","Iowa","Maryland",268,2005,"IA","MD"
"786","Iowa","Massachusetts",120,2005,"IA","MA"
"787","Iowa","Michigan",1004,2005,"IA","MI"
"788","Iowa","Minnesota",5086,2005,"IA","MN"
"789","Iowa","Mississippi",445,2005,"IA","MS"
"790","Iowa","Missouri",3945,2005,"IA","MO"
"791","Iowa","Montana",281,2005,"IA","MT"
"792","Iowa","Nebraska",7931,2005,"IA","NE"
"793","Iowa","Nevada",2088,2005,"IA","NV"
"794","Iowa","New Hampshire",1195,2005,"IA","NH"
"795","Iowa","New Jersey",124,2005,"IA","NJ"
"796","Iowa","New Mexico",21,2005,"IA","NM"
"797","Iowa","New York",1489,2005,"IA","NY"
"798","Iowa","North Carolina",2052,2005,"IA","NC"
"799","Iowa","North Dakota",900,2005,"IA","ND"
"800","Iowa","Ohio",1174,2005,"IA","OH"
"801","Iowa","Oklahoma",393,2005,"IA","OK"
"802","Iowa","Oregon",627,2005,"IA","OR"
"803","Iowa","Pennsylvania",635,2005,"IA","PA"
"804","Iowa","Puerto Rico",86,2005,"IA","PR"
"805","Iowa","Rhode Island",61,2005,"IA","RI"
"806","Iowa","South Carolina",479,2005,"IA","SC"
"807","Iowa","South Dakota",3708,2005,"IA","SD"
"808","Iowa","Tennessee",701,2005,"IA","TN"
"809","Iowa","Texas",4659,2005,"IA","TX"
"810","Iowa","Utah",691,2005,"IA","UT"
"811","Iowa","Vermont",214,2005,"IA","VT"
"812","Iowa","Virginia",322,2005,"IA","VA"
"813","Iowa","Washington",1480,2005,"IA","WA"
"814","Iowa","West Virginia",196,2005,"IA","WV"
"815","Iowa","Wisconsin",4081,2005,"IA","WI"
"816","Iowa","Wyoming",879,2005,"IA","WY"
"817","Kansas","Alabama",1048,2005,"KS","AL"
"818","Kansas","Alaska",0,2005,"KS","AK"
"819","Kansas","Arizona",2101,2005,"KS","AZ"
"820","Kansas","Arkansas",1404,2005,"KS","AR"
"821","Kansas","California",6823,2005,"KS","CA"
"822","Kansas","Colorado",4050,2005,"KS","CO"
"823","Kansas","Connecticut",736,2005,"KS","CT"
"824","Kansas","Delaware",81,2005,"KS","DE"
"825","Kansas","District of Columbia",0,2005,"KS","DC"
"826","Kansas","Florida",2879,2005,"KS","FL"
"827","Kansas","Georgia",1571,2005,"KS","GA"
"828","Kansas","Hawaii",85,2005,"KS","HI"
"829","Kansas","Idaho",40,2005,"KS","ID"
"830","Kansas","Illinois",1488,2005,"KS","IL"
"831","Kansas","Indiana",763,2005,"KS","IN"
"832","Kansas","Iowa",1094,2005,"KS","IA"
"833","Kansas","Kentucky",725,2005,"KS","KY"
"834","Kansas","Louisiana",1358,2005,"KS","LA"
"835","Kansas","Maine",0,2005,"KS","ME"
"836","Kansas","Maryland",353,2005,"KS","MD"
"837","Kansas","Massachusetts",33,2005,"KS","MA"
"838","Kansas","Michigan",1343,2005,"KS","MI"
"839","Kansas","Minnesota",1100,2005,"KS","MN"
"840","Kansas","Mississippi",553,2005,"KS","MS"
"841","Kansas","Missouri",20085,2005,"KS","MO"
"842","Kansas","Montana",184,2005,"KS","MT"
"843","Kansas","Nebraska",1193,2005,"KS","NE"
"844","Kansas","Nevada",948,2005,"KS","NV"
"845","Kansas","New Hampshire",211,2005,"KS","NH"
"846","Kansas","New Jersey",419,2005,"KS","NJ"
"847","Kansas","New Mexico",813,2005,"KS","NM"
"848","Kansas","New York",868,2005,"KS","NY"
"849","Kansas","North Carolina",2036,2005,"KS","NC"
"850","Kansas","North Dakota",300,2005,"KS","ND"
"851","Kansas","Ohio",1673,2005,"KS","OH"
"852","Kansas","Oklahoma",6720,2005,"KS","OK"
"853","Kansas","Oregon",361,2005,"KS","OR"
"854","Kansas","Pennsylvania",746,2005,"KS","PA"
"855","Kansas","Puerto Rico",0,2005,"KS","PR"
"856","Kansas","Rhode Island",18,2005,"KS","RI"
"857","Kansas","South Carolina",1360,2005,"KS","SC"
"858","Kansas","South Dakota",196,2005,"KS","SD"
"859","Kansas","Tennessee",1743,2005,"KS","TN"
"860","Kansas","Texas",6452,2005,"KS","TX"
"861","Kansas","Utah",38,2005,"KS","UT"
"862","Kansas","Vermont",0,2005,"KS","VT"
"863","Kansas","Virginia",895,2005,"KS","VA"
"864","Kansas","Washington",754,2005,"KS","WA"
"865","Kansas","West Virginia",222,2005,"KS","WV"
"866","Kansas","Wisconsin",459,2005,"KS","WI"
"867","Kansas","Wyoming",1009,2005,"KS","WY"
"868","Kentucky","Alabama",761,2005,"KY","AL"
"869","Kentucky","Alaska",261,2005,"KY","AK"
"870","Kentucky","Arizona",1106,2005,"KY","AZ"
"871","Kentucky","Arkansas",1616,2005,"KY","AR"
"872","Kentucky","California",3909,2005,"KY","CA"
"873","Kentucky","Colorado",919,2005,"KY","CO"
"874","Kentucky","Connecticut",400,2005,"KY","CT"
"875","Kentucky","Delaware",99,2005,"KY","DE"
"876","Kentucky","District of Columbia",236,2005,"KY","DC"
"877","Kentucky","Florida",9787,2005,"KY","FL"
"878","Kentucky","Georgia",3947,2005,"KY","GA"
"879","Kentucky","Hawaii",796,2005,"KY","HI"
"880","Kentucky","Idaho",0,2005,"KY","ID"
"881","Kentucky","Illinois",3529,2005,"KY","IL"
"882","Kentucky","Indiana",13212,2005,"KY","IN"
"883","Kentucky","Iowa",700,2005,"KY","IA"
"884","Kentucky","Kansas",135,2005,"KY","KS"
"885","Kentucky","Louisiana",2072,2005,"KY","LA"
"886","Kentucky","Maine",0,2005,"KY","ME"
"887","Kentucky","Maryland",598,2005,"KY","MD"
"888","Kentucky","Massachusetts",291,2005,"KY","MA"
"889","Kentucky","Michigan",1967,2005,"KY","MI"
"890","Kentucky","Minnesota",986,2005,"KY","MN"
"891","Kentucky","Mississippi",1698,2005,"KY","MS"
"892","Kentucky","Missouri",2291,2005,"KY","MO"
"893","Kentucky","Montana",228,2005,"KY","MT"
"894","Kentucky","Nebraska",43,2005,"KY","NE"
"895","Kentucky","Nevada",293,2005,"KY","NV"
"896","Kentucky","New Hampshire",52,2005,"KY","NH"
"897","Kentucky","New Jersey",1295,2005,"KY","NJ"
"898","Kentucky","New Mexico",552,2005,"KY","NM"
"899","Kentucky","New York",1019,2005,"KY","NY"
"900","Kentucky","North Carolina",2855,2005,"KY","NC"
"901","Kentucky","North Dakota",72,2005,"KY","ND"
"902","Kentucky","Ohio",15132,2005,"KY","OH"
"903","Kentucky","Oklahoma",391,2005,"KY","OK"
"904","Kentucky","Oregon",100,2005,"KY","OR"
"905","Kentucky","Pennsylvania",1009,2005,"KY","PA"
"906","Kentucky","Puerto Rico",0,2005,"KY","PR"
"907","Kentucky","Rhode Island",0,2005,"KY","RI"
"908","Kentucky","South Carolina",1547,2005,"KY","SC"
"909","Kentucky","South Dakota",0,2005,"KY","SD"
"910","Kentucky","Tennessee",9452,2005,"KY","TN"
"911","Kentucky","Texas",6285,2005,"KY","TX"
"912","Kentucky","Utah",0,2005,"KY","UT"
"913","Kentucky","Vermont",0,2005,"KY","VT"
"914","Kentucky","Virginia",2626,2005,"KY","VA"
"915","Kentucky","Washington",1763,2005,"KY","WA"
"916","Kentucky","West Virginia",3758,2005,"KY","WV"
"917","Kentucky","Wisconsin",681,2005,"KY","WI"
"918","Kentucky","Wyoming",0,2005,"KY","WY"
"919","Louisiana","Alabama",2979,2005,"LA","AL"
"920","Louisiana","Alaska",1500,2005,"LA","AK"
"921","Louisiana","Arizona",735,2005,"LA","AZ"
"922","Louisiana","Arkansas",2882,2005,"LA","AR"
"923","Louisiana","California",6029,2005,"LA","CA"
"924","Louisiana","Colorado",787,2005,"LA","CO"
"925","Louisiana","Connecticut",231,2005,"LA","CT"
"926","Louisiana","Delaware",0,2005,"LA","DE"
"927","Louisiana","District of Columbia",175,2005,"LA","DC"
"928","Louisiana","Florida",5246,2005,"LA","FL"
"929","Louisiana","Georgia",4071,2005,"LA","GA"
"930","Louisiana","Hawaii",510,2005,"LA","HI"
"931","Louisiana","Idaho",98,2005,"LA","ID"
"932","Louisiana","Illinois",949,2005,"LA","IL"
"933","Louisiana","Indiana",413,2005,"LA","IN"
"934","Louisiana","Iowa",330,2005,"LA","IA"
"935","Louisiana","Kansas",1815,2005,"LA","KS"
"936","Louisiana","Kentucky",790,2005,"LA","KY"
"937","Louisiana","Maine",267,2005,"LA","ME"
"938","Louisiana","Maryland",1037,2005,"LA","MD"
"939","Louisiana","Massachusetts",798,2005,"LA","MA"
