"","state_to","state_from","flow","year","st_to","st_from"
"22370","Michigan","New York",4727,2013,"MI","NY"
"22371","Michigan","North Carolina",3157,2013,"MI","NC"
"22372","Michigan","North Dakota",1085,2013,"MI","ND"
"22373","Michigan","Ohio",9599,2013,"MI","OH"
"22374","Michigan","Oklahoma",578,2013,"MI","OK"
"22375","Michigan","Oregon",326,2013,"MI","OR"
"22376","Michigan","Pennsylvania",4154,2013,"MI","PA"
"22377","Michigan","Rhode Island",574,2013,"MI","RI"
"22378","Michigan","South Carolina",3231,2013,"MI","SC"
"22379","Michigan","South Dakota",314,2013,"MI","SD"
"22380","Michigan","Tennessee",4529,2013,"MI","TN"
"22381","Michigan","Texas",7139,2013,"MI","TX"
"22382","Michigan","Utah",708,2013,"MI","UT"
"22383","Michigan","Vermont",268,2013,"MI","VT"
"22384","Michigan","Virginia",2106,2013,"MI","VA"
"22385","Michigan","Washington",1057,2013,"MI","WA"
"22386","Michigan","West Virginia",319,2013,"MI","WV"
"22387","Michigan","Wisconsin",5297,2013,"MI","WI"
"22388","Michigan","Wyoming",154,2013,"MI","WY"
"22389","Michigan","Puerto Rico",891,2013,"MI","PR"
"22390","Minnesota","Alabama",493,2013,"MN","AL"
"22391","Minnesota","Alaska",1564,2013,"MN","AK"
"22392","Minnesota","Arizona",3389,2013,"MN","AZ"
"22393","Minnesota","Arkansas",952,2013,"MN","AR"
"22394","Minnesota","California",5557,2013,"MN","CA"
"22395","Minnesota","Colorado",2467,2013,"MN","CO"
"22396","Minnesota","Connecticut",425,2013,"MN","CT"
"22397","Minnesota","Delaware",203,2013,"MN","DE"
"22398","Minnesota","District of Columbia",187,2013,"MN","DC"
"22399","Minnesota","Florida",2734,2013,"MN","FL"
"22400","Minnesota","Georgia",2958,2013,"MN","GA"
"22401","Minnesota","Hawaii",787,2013,"MN","HI"
"22402","Minnesota","Idaho",387,2013,"MN","ID"
"22403","Minnesota","Illinois",7601,2013,"MN","IL"
"22404","Minnesota","Indiana",796,2013,"MN","IN"
"22405","Minnesota","Iowa",8059,2013,"MN","IA"
"22406","Minnesota","Kansas",861,2013,"MN","KS"
"22407","Minnesota","Kentucky",166,2013,"MN","KY"
"22408","Minnesota","Louisiana",392,2013,"MN","LA"
"22409","Minnesota","Maine",109,2013,"MN","ME"
"22410","Minnesota","Maryland",993,2013,"MN","MD"
"22411","Minnesota","Massachusetts",707,2013,"MN","MA"
"22412","Minnesota","Michigan",1678,2013,"MN","MI"
"22413","Minnesota","Mississippi",191,2013,"MN","MS"
"22414","Minnesota","Missouri",1355,2013,"MN","MO"
"22415","Minnesota","Montana",693,2013,"MN","MT"
"22416","Minnesota","Nebraska",1092,2013,"MN","NE"
"22417","Minnesota","Nevada",1141,2013,"MN","NV"
"22418","Minnesota","New Hampshire",0,2013,"MN","NH"
"22419","Minnesota","New Jersey",951,2013,"MN","NJ"
"22420","Minnesota","New Mexico",811,2013,"MN","NM"
"22421","Minnesota","New York",2979,2013,"MN","NY"
"22422","Minnesota","North Carolina",1711,2013,"MN","NC"
"22423","Minnesota","North Dakota",10312,2013,"MN","ND"
"22424","Minnesota","Ohio",2164,2013,"MN","OH"
"22425","Minnesota","Oklahoma",642,2013,"MN","OK"
"22426","Minnesota","Oregon",1687,2013,"MN","OR"
"22427","Minnesota","Pennsylvania",1148,2013,"MN","PA"
"22428","Minnesota","Rhode Island",156,2013,"MN","RI"
"22429","Minnesota","South Carolina",786,2013,"MN","SC"
"22430","Minnesota","South Dakota",2757,2013,"MN","SD"
"22431","Minnesota","Tennessee",631,2013,"MN","TN"
"22432","Minnesota","Texas",6343,2013,"MN","TX"
"22433","Minnesota","Utah",1166,2013,"MN","UT"
"22434","Minnesota","Vermont",198,2013,"MN","VT"
"22435","Minnesota","Virginia",1512,2013,"MN","VA"
"22436","Minnesota","Washington",2476,2013,"MN","WA"
"22437","Minnesota","West Virginia",596,2013,"MN","WV"
"22438","Minnesota","Wisconsin",17649,2013,"MN","WI"
"22439","Minnesota","Wyoming",213,2013,"MN","WY"
"22440","Minnesota","Puerto Rico",922,2013,"MN","PR"
"22441","Mississippi","Alabama",7077,2013,"MS","AL"
"22442","Mississippi","Alaska",401,2013,"MS","AK"
"22443","Mississippi","Arizona",1129,2013,"MS","AZ"
"22444","Mississippi","Arkansas",1700,2013,"MS","AR"
"22445","Mississippi","California",3074,2013,"MS","CA"
"22446","Mississippi","Colorado",448,2013,"MS","CO"
"22447","Mississippi","Connecticut",190,2013,"MS","CT"
"22448","Mississippi","Delaware",156,2013,"MS","DE"
"22449","Mississippi","District of Columbia",0,2013,"MS","DC"
"22450","Mississippi","Florida",2551,2013,"MS","FL"
"22451","Mississippi","Georgia",3732,2013,"MS","GA"
"22452","Mississippi","Hawaii",178,2013,"MS","HI"
"22453","Mississippi","Idaho",469,2013,"MS","ID"
"22454","Mississippi","Illinois",3739,2013,"MS","IL"
"22455","Mississippi","Indiana",604,2013,"MS","IN"
"22456","Mississippi","Iowa",51,2013,"MS","IA"
"22457","Mississippi","Kansas",218,2013,"MS","KS"
"22458","Mississippi","Kentucky",520,2013,"MS","KY"
"22459","Mississippi","Louisiana",8391,2013,"MS","LA"
"22460","Mississippi","Maine",134,2013,"MS","ME"
"22461","Mississippi","Maryland",348,2013,"MS","MD"
"22462","Mississippi","Massachusetts",308,2013,"MS","MA"
"22463","Mississippi","Michigan",2083,2013,"MS","MI"
"22464","Mississippi","Minnesota",217,2013,"MS","MN"
"22465","Mississippi","Missouri",839,2013,"MS","MO"
"22466","Mississippi","Montana",105,2013,"MS","MT"
"22467","Mississippi","Nebraska",304,2013,"MS","NE"
"22468","Mississippi","Nevada",429,2013,"MS","NV"
"22469","Mississippi","New Hampshire",40,2013,"MS","NH"
"22470","Mississippi","New Jersey",139,2013,"MS","NJ"
"22471","Mississippi","New Mexico",285,2013,"MS","NM"
"22472","Mississippi","New York",302,2013,"MS","NY"
"22473","Mississippi","North Carolina",1008,2013,"MS","NC"
"22474","Mississippi","North Dakota",0,2013,"MS","ND"
"22475","Mississippi","Ohio",1466,2013,"MS","OH"
"22476","Mississippi","Oklahoma",1182,2013,"MS","OK"
"22477","Mississippi","Oregon",178,2013,"MS","OR"
"22478","Mississippi","Pennsylvania",922,2013,"MS","PA"
"22479","Mississippi","Rhode Island",32,2013,"MS","RI"
"22480","Mississippi","South Carolina",1841,2013,"MS","SC"
"22481","Mississippi","South Dakota",60,2013,"MS","SD"
"22482","Mississippi","Tennessee",11928,2013,"MS","TN"
"22483","Mississippi","Texas",8157,2013,"MS","TX"
"22484","Mississippi","Utah",28,2013,"MS","UT"
"22485","Mississippi","Vermont",0,2013,"MS","VT"
"22486","Mississippi","Virginia",1116,2013,"MS","VA"
"22487","Mississippi","Washington",98,2013,"MS","WA"
"22488","Mississippi","West Virginia",126,2013,"MS","WV"
"22489","Mississippi","Wisconsin",285,2013,"MS","WI"
"22490","Mississippi","Wyoming",0,2013,"MS","WY"
"22491","Mississippi","Puerto Rico",79,2013,"MS","PR"
"22492","Missouri","Alabama",1004,2013,"MO","AL"
"22493","Missouri","Alaska",438,2013,"MO","AK"
"22494","Missouri","Arizona",3763,2013,"MO","AZ"
"22495","Missouri","Arkansas",8024,2013,"MO","AR"
"22496","Missouri","California",6832,2013,"MO","CA"
"22497","Missouri","Colorado",4218,2013,"MO","CO"
"22498","Missouri","Connecticut",723,2013,"MO","CT"
"22499","Missouri","Delaware",0,2013,"MO","DE"
"22500","Missouri","District of Columbia",833,2013,"MO","DC"
"22501","Missouri","Florida",5924,2013,"MO","FL"
"22502","Missouri","Georgia",3322,2013,"MO","GA"
"22503","Missouri","Hawaii",638,2013,"MO","HI"
"22504","Missouri","Idaho",768,2013,"MO","ID"
"22505","Missouri","Illinois",24343,2013,"MO","IL"
"22506","Missouri","Indiana",3641,2013,"MO","IN"
"22507","Missouri","Iowa",4160,2013,"MO","IA"
"22508","Missouri","Kansas",22434,2013,"MO","KS"
"22509","Missouri","Kentucky",3126,2013,"MO","KY"
"22510","Missouri","Louisiana",2047,2013,"MO","LA"
"22511","Missouri","Maine",517,2013,"MO","ME"
"22512","Missouri","Maryland",2321,2013,"MO","MD"
"22513","Missouri","Massachusetts",1364,2013,"MO","MA"
"22514","Missouri","Michigan",1967,2013,"MO","MI"
"22515","Missouri","Minnesota",2504,2013,"MO","MN"
"22516","Missouri","Mississippi",759,2013,"MO","MS"
"22517","Missouri","Montana",764,2013,"MO","MT"
"22518","Missouri","Nebraska",3529,2013,"MO","NE"
"22519","Missouri","Nevada",1377,2013,"MO","NV"
"22520","Missouri","New Hampshire",300,2013,"MO","NH"
"22521","Missouri","New Jersey",1572,2013,"MO","NJ"
"22522","Missouri","New Mexico",1726,2013,"MO","NM"
"22523","Missouri","New York",2968,2013,"MO","NY"
"22524","Missouri","North Carolina",5303,2013,"MO","NC"
"22525","Missouri","North Dakota",288,2013,"MO","ND"
"22526","Missouri","Ohio",2777,2013,"MO","OH"
"22527","Missouri","Oklahoma",7092,2013,"MO","OK"
"22528","Missouri","Oregon",970,2013,"MO","OR"
"22529","Missouri","Pennsylvania",3297,2013,"MO","PA"
"22530","Missouri","Rhode Island",288,2013,"MO","RI"
"22531","Missouri","South Carolina",1759,2013,"MO","SC"
"22532","Missouri","South Dakota",742,2013,"MO","SD"
"22533","Missouri","Tennessee",2465,2013,"MO","TN"
"22534","Missouri","Texas",9905,2013,"MO","TX"
"22535","Missouri","Utah",217,2013,"MO","UT"
"22536","Missouri","Vermont",0,2013,"MO","VT"
"22537","Missouri","Virginia",1326,2013,"MO","VA"
"22538","Missouri","Washington",2443,2013,"MO","WA"
"22539","Missouri","West Virginia",756,2013,"MO","WV"
"22540","Missouri","Wisconsin",2343,2013,"MO","WI"
"22541","Missouri","Wyoming",59,2013,"MO","WY"
"22542","Missouri","Puerto Rico",262,2013,"MO","PR"
"22543","Montana","Alabama",21,2013,"MT","AL"
"22544","Montana","Alaska",2017,2013,"MT","AK"
"22545","Montana","Arizona",914,2013,"MT","AZ"
"22546","Montana","Arkansas",71,2013,"MT","AR"
"22547","Montana","California",4228,2013,"MT","CA"
"22548","Montana","Colorado",2054,2013,"MT","CO"
"22549","Montana","Connecticut",0,2013,"MT","CT"
"22550","Montana","Delaware",0,2013,"MT","DE"
"22551","Montana","District of Columbia",12,2013,"MT","DC"
"22552","Montana","Florida",321,2013,"MT","FL"
"22553","Montana","Georgia",327,2013,"MT","GA"
"22554","Montana","Hawaii",87,2013,"MT","HI"
"22555","Montana","Idaho",2804,2013,"MT","ID"
"22556","Montana","Illinois",890,2013,"MT","IL"
"22557","Montana","Indiana",121,2013,"MT","IN"
"22558","Montana","Iowa",0,2013,"MT","IA"
"22559","Montana","Kansas",305,2013,"MT","KS"
"22560","Montana","Kentucky",181,2013,"MT","KY"
"22561","Montana","Louisiana",477,2013,"MT","LA"
"22562","Montana","Maine",20,2013,"MT","ME"
"22563","Montana","Maryland",154,2013,"MT","MD"
"22564","Montana","Massachusetts",188,2013,"MT","MA"
"22565","Montana","Michigan",397,2013,"MT","MI"
"22566","Montana","Minnesota",931,2013,"MT","MN"
"22567","Montana","Mississippi",25,2013,"MT","MS"
"22568","Montana","Missouri",345,2013,"MT","MO"
"22569","Montana","Nebraska",212,2013,"MT","NE"
"22570","Montana","Nevada",771,2013,"MT","NV"
"22571","Montana","New Hampshire",386,2013,"MT","NH"
"22572","Montana","New Jersey",131,2013,"MT","NJ"
"22573","Montana","New Mexico",564,2013,"MT","NM"
"22574","Montana","New York",421,2013,"MT","NY"
"22575","Montana","North Carolina",1217,2013,"MT","NC"
"22576","Montana","North Dakota",2494,2013,"MT","ND"
"22577","Montana","Ohio",331,2013,"MT","OH"
"22578","Montana","Oklahoma",486,2013,"MT","OK"
"22579","Montana","Oregon",2795,2013,"MT","OR"
"22580","Montana","Pennsylvania",789,2013,"MT","PA"
"22581","Montana","Rhode Island",0,2013,"MT","RI"
"22582","Montana","South Carolina",147,2013,"MT","SC"
"22583","Montana","South Dakota",370,2013,"MT","SD"
"22584","Montana","Tennessee",31,2013,"MT","TN"
"22585","Montana","Texas",2082,2013,"MT","TX"
"22586","Montana","Utah",1797,2013,"MT","UT"
"22587","Montana","Vermont",318,2013,"MT","VT"
"22588","Montana","Virginia",501,2013,"MT","VA"
"22589","Montana","Washington",5390,2013,"MT","WA"
"22590","Montana","West Virginia",50,2013,"MT","WV"
"22591","Montana","Wisconsin",875,2013,"MT","WI"
"22592","Montana","Wyoming",987,2013,"MT","WY"
"22593","Montana","Puerto Rico",0,2013,"MT","PR"
"22594","Nebraska","Alabama",294,2013,"NE","AL"
"22595","Nebraska","Alaska",440,2013,"NE","AK"
"22596","Nebraska","Arizona",1585,2013,"NE","AZ"
"22597","Nebraska","Arkansas",348,2013,"NE","AR"
"22598","Nebraska","California",4136,2013,"NE","CA"
"22599","Nebraska","Colorado",4670,2013,"NE","CO"
"22600","Nebraska","Connecticut",164,2013,"NE","CT"
"22601","Nebraska","Delaware",13,2013,"NE","DE"
"22602","Nebraska","District of Columbia",49,2013,"NE","DC"
"22603","Nebraska","Florida",1223,2013,"NE","FL"
"22604","Nebraska","Georgia",985,2013,"NE","GA"
"22605","Nebraska","Hawaii",356,2013,"NE","HI"
"22606","Nebraska","Idaho",288,2013,"NE","ID"
"22607","Nebraska","Illinois",1381,2013,"NE","IL"
"22608","Nebraska","Indiana",151,2013,"NE","IN"
"22609","Nebraska","Iowa",7552,2013,"NE","IA"
"22610","Nebraska","Kansas",2677,2013,"NE","KS"
"22611","Nebraska","Kentucky",557,2013,"NE","KY"
"22612","Nebraska","Louisiana",277,2013,"NE","LA"
"22613","Nebraska","Maine",0,2013,"NE","ME"
"22614","Nebraska","Maryland",589,2013,"NE","MD"
"22615","Nebraska","Massachusetts",269,2013,"NE","MA"
"22616","Nebraska","Michigan",915,2013,"NE","MI"
"22617","Nebraska","Minnesota",772,2013,"NE","MN"
"22618","Nebraska","Mississippi",71,2013,"NE","MS"
"22619","Nebraska","Missouri",2070,2013,"NE","MO"
"22620","Nebraska","Montana",482,2013,"NE","MT"
"22621","Nebraska","Nevada",448,2013,"NE","NV"
"22622","Nebraska","New Hampshire",67,2013,"NE","NH"
"22623","Nebraska","New Jersey",211,2013,"NE","NJ"
"22624","Nebraska","New Mexico",461,2013,"NE","NM"
"22625","Nebraska","New York",372,2013,"NE","NY"
"22626","Nebraska","North Carolina",357,2013,"NE","NC"
"22627","Nebraska","North Dakota",378,2013,"NE","ND"
"22628","Nebraska","Ohio",454,2013,"NE","OH"
"22629","Nebraska","Oklahoma",1089,2013,"NE","OK"
"22630","Nebraska","Oregon",152,2013,"NE","OR"
"22631","Nebraska","Pennsylvania",175,2013,"NE","PA"
"22632","Nebraska","Rhode Island",0,2013,"NE","RI"
"22633","Nebraska","South Carolina",405,2013,"NE","SC"
"22634","Nebraska","South Dakota",2839,2013,"NE","SD"
"22635","Nebraska","Tennessee",59,2013,"NE","TN"
"22636","Nebraska","Texas",3003,2013,"NE","TX"
"22637","Nebraska","Utah",1083,2013,"NE","UT"
"22638","Nebraska","Vermont",0,2013,"NE","VT"
"22639","Nebraska","Virginia",605,2013,"NE","VA"
"22640","Nebraska","Washington",498,2013,"NE","WA"
"22641","Nebraska","West Virginia",36,2013,"NE","WV"
"22642","Nebraska","Wisconsin",352,2013,"NE","WI"
"22643","Nebraska","Wyoming",496,2013,"NE","WY"
"22644","Nebraska","Puerto Rico",418,2013,"NE","PR"
"22645","Nevada","Alabama",491,2013,"NV","AL"
"22646","Nevada","Alaska",1466,2013,"NV","AK"
"22647","Nevada","Arizona",3921,2013,"NV","AZ"
"22648","Nevada","Arkansas",1636,2013,"NV","AR"
"22649","Nevada","California",47897,2013,"NV","CA"
"22650","Nevada","Colorado",2484,2013,"NV","CO"
"22651","Nevada","Connecticut",763,2013,"NV","CT"
"22652","Nevada","Delaware",77,2013,"NV","DE"
"22653","Nevada","District of Columbia",86,2013,"NV","DC"
"22654","Nevada","Florida",5800,2013,"NV","FL"
"22655","Nevada","Georgia",570,2013,"NV","GA"
"22656","Nevada","Hawaii",5416,2013,"NV","HI"
"22657","Nevada","Idaho",5194,2013,"NV","ID"
"22658","Nevada","Illinois",3322,2013,"NV","IL"
"22659","Nevada","Indiana",667,2013,"NV","IN"
"22660","Nevada","Iowa",439,2013,"NV","IA"
"22661","Nevada","Kansas",282,2013,"NV","KS"
"22662","Nevada","Kentucky",1547,2013,"NV","KY"
"22663","Nevada","Louisiana",0,2013,"NV","LA"
"22664","Nevada","Maine",136,2013,"NV","ME"
"22665","Nevada","Maryland",1599,2013,"NV","MD"
"22666","Nevada","Massachusetts",1012,2013,"NV","MA"
"22667","Nevada","Michigan",1085,2013,"NV","MI"
"22668","Nevada","Minnesota",406,2013,"NV","MN"
"22669","Nevada","Mississippi",336,2013,"NV","MS"
"22670","Nevada","Missouri",696,2013,"NV","MO"
"22671","Nevada","Montana",1098,2013,"NV","MT"
"22672","Nevada","Nebraska",1112,2013,"NV","NE"
"22673","Nevada","New Hampshire",360,2013,"NV","NH"
"22674","Nevada","New Jersey",502,2013,"NV","NJ"
"22675","Nevada","New Mexico",2340,2013,"NV","NM"
"22676","Nevada","New York",3343,2013,"NV","NY"
"22677","Nevada","North Carolina",761,2013,"NV","NC"
"22678","Nevada","North Dakota",236,2013,"NV","ND"
"22679","Nevada","Ohio",1722,2013,"NV","OH"
"22680","Nevada","Oklahoma",446,2013,"NV","OK"
"22681","Nevada","Oregon",1776,2013,"NV","OR"
"22682","Nevada","Pennsylvania",1833,2013,"NV","PA"
"22683","Nevada","Rhode Island",0,2013,"NV","RI"
"22684","Nevada","South Carolina",1095,2013,"NV","SC"
"22685","Nevada","South Dakota",710,2013,"NV","SD"
"22686","Nevada","Tennessee",976,2013,"NV","TN"
"22687","Nevada","Texas",5212,2013,"NV","TX"
"22688","Nevada","Utah",6727,2013,"NV","UT"
"22689","Nevada","Vermont",0,2013,"NV","VT"
"22690","Nevada","Virginia",1881,2013,"NV","VA"
"22691","Nevada","Washington",4469,2013,"NV","WA"
"22692","Nevada","West Virginia",66,2013,"NV","WV"
"22693","Nevada","Wisconsin",1703,2013,"NV","WI"
"22694","Nevada","Wyoming",887,2013,"NV","WY"
"22695","Nevada","Puerto Rico",740,2013,"NV","PR"
"22696","New Hampshire","Alabama",123,2013,"NH","AL"
"22697","New Hampshire","Alaska",598,2013,"NH","AK"
"22698","New Hampshire","Arizona",360,2013,"NH","AZ"
"22699","New Hampshire","Arkansas",1084,2013,"NH","AR"
"22700","New Hampshire","California",1642,2013,"NH","CA"
"22701","New Hampshire","Colorado",346,2013,"NH","CO"
"22702","New Hampshire","Connecticut",1718,2013,"NH","CT"
"22703","New Hampshire","Delaware",0,2013,"NH","DE"
"22704","New Hampshire","District of Columbia",91,2013,"NH","DC"
"22705","New Hampshire","Florida",1396,2013,"NH","FL"
"22706","New Hampshire","Georgia",513,2013,"NH","GA"
"22707","New Hampshire","Hawaii",23,2013,"NH","HI"
"22708","New Hampshire","Idaho",0,2013,"NH","ID"
"22709","New Hampshire","Illinois",753,2013,"NH","IL"
"22710","New Hampshire","Indiana",320,2013,"NH","IN"
"22711","New Hampshire","Iowa",44,2013,"NH","IA"
"22712","New Hampshire","Kansas",637,2013,"NH","KS"
"22713","New Hampshire","Kentucky",109,2013,"NH","KY"
"22714","New Hampshire","Louisiana",882,2013,"NH","LA"
"22715","New Hampshire","Maine",3078,2013,"NH","ME"
"22716","New Hampshire","Maryland",1355,2013,"NH","MD"
"22717","New Hampshire","Massachusetts",17285,2013,"NH","MA"
"22718","New Hampshire","Michigan",212,2013,"NH","MI"
"22719","New Hampshire","Minnesota",36,2013,"NH","MN"
"22720","New Hampshire","Mississippi",0,2013,"NH","MS"
"22721","New Hampshire","Missouri",8,2013,"NH","MO"
"22722","New Hampshire","Montana",285,2013,"NH","MT"
"22723","New Hampshire","Nebraska",74,2013,"NH","NE"
"22724","New Hampshire","Nevada",148,2013,"NH","NV"
"22725","New Hampshire","New Jersey",803,2013,"NH","NJ"
"22726","New Hampshire","New Mexico",27,2013,"NH","NM"
"22727","New Hampshire","New York",1877,2013,"NH","NY"
"22728","New Hampshire","North Carolina",666,2013,"NH","NC"
"22729","New Hampshire","North Dakota",0,2013,"NH","ND"
"22730","New Hampshire","Ohio",413,2013,"NH","OH"
"22731","New Hampshire","Oklahoma",51,2013,"NH","OK"
"22732","New Hampshire","Oregon",245,2013,"NH","OR"
"22733","New Hampshire","Pennsylvania",489,2013,"NH","PA"
"22734","New Hampshire","Rhode Island",1468,2013,"NH","RI"
"22735","New Hampshire","South Carolina",140,2013,"NH","SC"
"22736","New Hampshire","South Dakota",0,2013,"NH","SD"
"22737","New Hampshire","Tennessee",321,2013,"NH","TN"
"22738","New Hampshire","Texas",902,2013,"NH","TX"
"22739","New Hampshire","Utah",27,2013,"NH","UT"
"22740","New Hampshire","Vermont",2417,2013,"NH","VT"
"22741","New Hampshire","Virginia",501,2013,"NH","VA"
"22742","New Hampshire","Washington",513,2013,"NH","WA"
"22743","New Hampshire","West Virginia",550,2013,"NH","WV"
"22744","New Hampshire","Wisconsin",337,2013,"NH","WI"
"22745","New Hampshire","Wyoming",0,2013,"NH","WY"
"22746","New Hampshire","Puerto Rico",209,2013,"NH","PR"
"22747","New Jersey","Alabama",853,2013,"NJ","AL"
"22748","New Jersey","Alaska",990,2013,"NJ","AK"
"22749","New Jersey","Arizona",979,2013,"NJ","AZ"
"22750","New Jersey","Arkansas",139,2013,"NJ","AR"
"22751","New Jersey","California",6640,2013,"NJ","CA"
"22752","New Jersey","Colorado",1338,2013,"NJ","CO"
"22753","New Jersey","Connecticut",2042,2013,"NJ","CT"
"22754","New Jersey","Delaware",2265,2013,"NJ","DE"
"22755","New Jersey","District of Columbia",923,2013,"NJ","DC"
"22756","New Jersey","Florida",12460,2013,"NJ","FL"
"22757","New Jersey","Georgia",2989,2013,"NJ","GA"
"22758","New Jersey","Hawaii",105,2013,"NJ","HI"
"22759","New Jersey","Idaho",0,2013,"NJ","ID"
"22760","New Jersey","Illinois",1639,2013,"NJ","IL"
"22761","New Jersey","Indiana",751,2013,"NJ","IN"
"22762","New Jersey","Iowa",71,2013,"NJ","IA"
"22763","New Jersey","Kansas",227,2013,"NJ","KS"
"22764","New Jersey","Kentucky",618,2013,"NJ","KY"
"22765","New Jersey","Louisiana",589,2013,"NJ","LA"
"22766","New Jersey","Maine",469,2013,"NJ","ME"
"22767","New Jersey","Maryland",3249,2013,"NJ","MD"
"22768","New Jersey","Massachusetts",3858,2013,"NJ","MA"
"22769","New Jersey","Michigan",2363,2013,"NJ","MI"
"22770","New Jersey","Minnesota",697,2013,"NJ","MN"
"22771","New Jersey","Mississippi",108,2013,"NJ","MS"
"22772","New Jersey","Missouri",1068,2013,"NJ","MO"
"22773","New Jersey","Montana",81,2013,"NJ","MT"
"22774","New Jersey","Nebraska",328,2013,"NJ","NE"
"22775","New Jersey","Nevada",951,2013,"NJ","NV"
"22776","New Jersey","New Hampshire",848,2013,"NJ","NH"
"22777","New Jersey","New Mexico",103,2013,"NJ","NM"
"22778","New Jersey","New York",48078,2013,"NJ","NY"
"22779","New Jersey","North Carolina",3102,2013,"NJ","NC"
"22780","New Jersey","North Dakota",0,2013,"NJ","ND"
"22781","New Jersey","Ohio",1114,2013,"NJ","OH"
"22782","New Jersey","Oklahoma",134,2013,"NJ","OK"
"22783","New Jersey","Oregon",861,2013,"NJ","OR"
"22784","New Jersey","Pennsylvania",19547,2013,"NJ","PA"
"22785","New Jersey","Rhode Island",356,2013,"NJ","RI"
"22786","New Jersey","South Carolina",968,2013,"NJ","SC"
"22787","New Jersey","South Dakota",22,2013,"NJ","SD"
"22788","New Jersey","Tennessee",1187,2013,"NJ","TN"
"22789","New Jersey","Texas",4302,2013,"NJ","TX"
"22790","New Jersey","Utah",370,2013,"NJ","UT"
"22791","New Jersey","Vermont",871,2013,"NJ","VT"
"22792","New Jersey","Virginia",4877,2013,"NJ","VA"
"22793","New Jersey","Washington",801,2013,"NJ","WA"
"22794","New Jersey","West Virginia",461,2013,"NJ","WV"
"22795","New Jersey","Wisconsin",115,2013,"NJ","WI"
"22796","New Jersey","Wyoming",0,2013,"NJ","WY"
"22797","New Jersey","Puerto Rico",4072,2013,"NJ","PR"
"22798","New Mexico","Alabama",63,2013,"NM","AL"
"22799","New Mexico","Alaska",420,2013,"NM","AK"
"22800","New Mexico","Arizona",5551,2013,"NM","AZ"
"22801","New Mexico","Arkansas",104,2013,"NM","AR"
"22802","New Mexico","California",5697,2013,"NM","CA"
"22803","New Mexico","Colorado",4478,2013,"NM","CO"
"22804","New Mexico","Connecticut",395,2013,"NM","CT"
"22805","New Mexico","Delaware",238,2013,"NM","DE"
"22806","New Mexico","District of Columbia",71,2013,"NM","DC"
"22807","New Mexico","Florida",1953,2013,"NM","FL"
"22808","New Mexico","Georgia",1238,2013,"NM","GA"
"22809","New Mexico","Hawaii",497,2013,"NM","HI"
"22810","New Mexico","Idaho",68,2013,"NM","ID"
"22811","New Mexico","Illinois",985,2013,"NM","IL"
"22812","New Mexico","Indiana",325,2013,"NM","IN"
"22813","New Mexico","Iowa",104,2013,"NM","IA"
"22814","New Mexico","Kansas",878,2013,"NM","KS"
"22815","New Mexico","Kentucky",402,2013,"NM","KY"
"22816","New Mexico","Louisiana",201,2013,"NM","LA"
"22817","New Mexico","Maine",52,2013,"NM","ME"
"22818","New Mexico","Maryland",638,2013,"NM","MD"
"22819","New Mexico","Massachusetts",913,2013,"NM","MA"
"22820","New Mexico","Michigan",517,2013,"NM","MI"
"22821","New Mexico","Minnesota",332,2013,"NM","MN"
"22822","New Mexico","Mississippi",184,2013,"NM","MS"
"22823","New Mexico","Missouri",1399,2013,"NM","MO"
"22824","New Mexico","Montana",49,2013,"NM","MT"
"22825","New Mexico","Nebraska",256,2013,"NM","NE"
"22826","New Mexico","Nevada",1144,2013,"NM","NV"
"22827","New Mexico","New Hampshire",78,2013,"NM","NH"
"22828","New Mexico","New Jersey",513,2013,"NM","NJ"
"22829","New Mexico","New York",323,2013,"NM","NY"
"22830","New Mexico","North Carolina",1030,2013,"NM","NC"
"22831","New Mexico","North Dakota",11,2013,"NM","ND"
"22832","New Mexico","Ohio",561,2013,"NM","OH"
"22833","New Mexico","Oklahoma",848,2013,"NM","OK"
"22834","New Mexico","Oregon",1155,2013,"NM","OR"
"22835","New Mexico","Pennsylvania",491,2013,"NM","PA"
"22836","New Mexico","Rhode Island",0,2013,"NM","RI"
"22837","New Mexico","South Carolina",989,2013,"NM","SC"
"22838","New Mexico","South Dakota",737,2013,"NM","SD"
"22839","New Mexico","Tennessee",622,2013,"NM","TN"
"22840","New Mexico","Texas",13726,2013,"NM","TX"
"22841","New Mexico","Utah",2818,2013,"NM","UT"
"22842","New Mexico","Vermont",0,2013,"NM","VT"
"22843","New Mexico","Virginia",1701,2013,"NM","VA"
"22844","New Mexico","Washington",1073,2013,"NM","WA"
"22845","New Mexico","West Virginia",198,2013,"NM","WV"
"22846","New Mexico","Wisconsin",509,2013,"NM","WI"
"22847","New Mexico","Wyoming",273,2013,"NM","WY"
"22848","New Mexico","Puerto Rico",0,2013,"NM","PR"
"22849","New York","Alabama",1648,2013,"NY","AL"
"22850","New York","Alaska",6790,2013,"NY","AK"
"22851","New York","Arizona",3642,2013,"NY","AZ"
"22852","New York","Arkansas",699,2013,"NY","AR"
"22853","New York","California",23533,2013,"NY","CA"
"22854","New York","Colorado",4058,2013,"NY","CO"
"22855","New York","Connecticut",14393,2013,"NY","CT"
"22856","New York","Delaware",1167,2013,"NY","DE"
"22857","New York","District of Columbia",3066,2013,"NY","DC"
"22858","New York","Florida",31672,2013,"NY","FL"
