"","state_to","state_from","net_flow","year","st_to","st_from"
"12914","Missouri","New Jersey",981,2014,"MO","NJ"
"12915","New Mexico","Missouri",282,2014,"NM","MO"
"12916","Missouri","New York",772,2014,"MO","NY"
"12917","Missouri","North Carolina",174,2014,"MO","NC"
"12918","North Dakota","Missouri",474,2014,"ND","MO"
"12919","Ohio","Missouri",638,2014,"OH","MO"
"12920","Missouri","Oklahoma",368,2014,"MO","OK"
"12921","Missouri","Oregon",2584,2014,"MO","OR"
"12922","Missouri","Pennsylvania",169,2014,"MO","PA"
"12923","Missouri","Rhode Island",426,2014,"MO","RI"
"12924","Missouri","South Carolina",122,2014,"MO","SC"
"12925","Missouri","South Dakota",536,2014,"MO","SD"
"12926","Tennessee","Missouri",2299,2014,"TN","MO"
"12927","Texas","Missouri",599,2014,"TX","MO"
"12928","Utah","Missouri",1023,2014,"UT","MO"
"12929","Vermont","Missouri",67,2014,"VT","MO"
"12930","Missouri","Virginia",684,2014,"MO","VA"
"12931","Washington","Missouri",1115,2014,"WA","MO"
"12932","West Virginia","Missouri",102,2014,"WV","MO"
"12933","Wisconsin","Missouri",707,2014,"WI","MO"
"12934","Missouri","Wyoming",465,2014,"MO","WY"
"12935","Missouri","Puerto Rico",677,2014,"MO","PR"
"12936","Nebraska","Montana",161,2014,"NE","MT"
"12937","Nevada","Montana",272,2014,"NV","MT"
"12938","Montana","New Hampshire",0,2014,"MT","NH"
"12939","New Jersey","Montana",327,2014,"NJ","MT"
"12940","New Mexico","Montana",339,2014,"NM","MT"
"12941","New York","Montana",310,2014,"NY","MT"
"12942","North Carolina","Montana",97,2014,"NC","MT"
"12943","North Dakota","Montana",778,2014,"ND","MT"
"12944","Ohio","Montana",297,2014,"OH","MT"
"12945","Oklahoma","Montana",67,2014,"OK","MT"
"12946","Montana","Oregon",153,2014,"MT","OR"
"12947","Pennsylvania","Montana",320,2014,"PA","MT"
"12948","Montana","Rhode Island",0,2014,"MT","RI"
"12949","South Carolina","Montana",294,2014,"SC","MT"
"12950","South Dakota","Montana",546,2014,"SD","MT"
"12951","Tennessee","Montana",245,2014,"TN","MT"
"12952","Montana","Texas",1510,2014,"MT","TX"
"12953","Montana","Utah",1074,2014,"MT","UT"
"12954","Vermont","Montana",235,2014,"VT","MT"
"12955","Montana","Virginia",122,2014,"MT","VA"
"12956","Montana","Washington",1060,2014,"MT","WA"
"12957","West Virginia","Montana",252,2014,"WV","MT"
"12958","Wisconsin","Montana",283,2014,"WI","MT"
"12959","Montana","Wyoming",210,2014,"MT","WY"
"12960","Montana","Puerto Rico",14,2014,"MT","PR"
"12961","Nebraska","Nevada",295,2014,"NE","NV"
"12962","Nebraska","New Hampshire",0,2014,"NE","NH"
"12963","Nebraska","New Jersey",62,2014,"NE","NJ"
"12964","New Mexico","Nebraska",612,2014,"NM","NE"
"12965","Nebraska","New York",877,2014,"NE","NY"
"12966","North Carolina","Nebraska",733,2014,"NC","NE"
"12967","North Dakota","Nebraska",94,2014,"ND","NE"
"12968","Nebraska","Ohio",204,2014,"NE","OH"
"12969","Nebraska","Oklahoma",26,2014,"NE","OK"
"12970","Oregon","Nebraska",182,2014,"OR","NE"
"12971","Nebraska","Pennsylvania",1066,2014,"NE","PA"
"12972","Nebraska","Rhode Island",237,2014,"NE","RI"
"12973","Nebraska","South Carolina",95,2014,"NE","SC"
"12974","Nebraska","South Dakota",1293,2014,"NE","SD"
"12975","Nebraska","Tennessee",272,2014,"NE","TN"
"12976","Nebraska","Texas",34,2014,"NE","TX"
"12977","Nebraska","Utah",1121,2014,"NE","UT"
"12978","Nebraska","Vermont",0,2014,"NE","VT"
"12979","Nebraska","Virginia",783,2014,"NE","VA"
"12980","Washington","Nebraska",142,2014,"WA","NE"
"12981","Nebraska","West Virginia",0,2014,"NE","WV"
"12982","Wisconsin","Nebraska",47,2014,"WI","NE"
"12983","Nebraska","Wyoming",736,2014,"NE","WY"
"12984","Nebraska","Puerto Rico",0,2014,"NE","PR"
"12985","New Hampshire","Nevada",221,2014,"NH","NV"
"12986","Nevada","New Jersey",980,2014,"NV","NJ"
"12987","Nevada","New Mexico",1824,2014,"NV","NM"
"12988","New York","Nevada",538,2014,"NY","NV"
"12989","North Carolina","Nevada",791,2014,"NC","NV"
"12990","North Dakota","Nevada",236,2014,"ND","NV"
"12991","Nevada","Ohio",62,2014,"NV","OH"
"12992","Nevada","Oklahoma",573,2014,"NV","OK"
"12993","Nevada","Oregon",647,2014,"NV","OR"
"12994","Nevada","Pennsylvania",1877,2014,"NV","PA"
"12995","Rhode Island","Nevada",3,2014,"RI","NV"
"12996","South Carolina","Nevada",195,2014,"SC","NV"
"12997","South Dakota","Nevada",355,2014,"SD","NV"
"12998","Nevada","Tennessee",1264,2014,"NV","TN"
"12999","Texas","Nevada",1759,2014,"TX","NV"
"13000","Utah","Nevada",635,2014,"UT","NV"
"13001","Nevada","Vermont",115,2014,"NV","VT"
"13002","Nevada","Virginia",81,2014,"NV","VA"
"13003","Nevada","Washington",784,2014,"NV","WA"
"13004","Nevada","West Virginia",465,2014,"NV","WV"
"13005","Wisconsin","Nevada",324,2014,"WI","NV"
"13006","Wyoming","Nevada",299,2014,"WY","NV"
"13007","Nevada","Puerto Rico",97,2014,"NV","PR"
"13008","New Hampshire","New Jersey",665,2014,"NH","NJ"
"13009","New Mexico","New Hampshire",436,2014,"NM","NH"
"13010","New Hampshire","New York",300,2014,"NH","NY"
"13011","North Carolina","New Hampshire",859,2014,"NC","NH"
"13012","New Hampshire","North Dakota",477,2014,"NH","ND"
"13013","Ohio","New Hampshire",1076,2014,"OH","NH"
"13014","New Hampshire","Oklahoma",57,2014,"NH","OK"
"13015","New Hampshire","Oregon",247,2014,"NH","OR"
"13016","New Hampshire","Pennsylvania",981,2014,"NH","PA"
"13017","Rhode Island","New Hampshire",240,2014,"RI","NH"
"13018","South Carolina","New Hampshire",872,2014,"SC","NH"
"13019","South Dakota","New Hampshire",80,2014,"SD","NH"
"13020","Tennessee","New Hampshire",130,2014,"TN","NH"
"13021","Texas","New Hampshire",1701,2014,"TX","NH"
"13022","New Hampshire","Utah",361,2014,"NH","UT"
"13023","Vermont","New Hampshire",372,2014,"VT","NH"
"13024","New Hampshire","Virginia",152,2014,"NH","VA"
"13025","New Hampshire","Washington",57,2014,"NH","WA"
"13026","New Hampshire","West Virginia",0,2014,"NH","WV"
"13027","Wisconsin","New Hampshire",37,2014,"WI","NH"
"13028","New Hampshire","Wyoming",0,2014,"NH","WY"
"13029","New Hampshire","Puerto Rico",308,2014,"NH","PR"
"13030","New Jersey","New Mexico",352,2014,"NJ","NM"
"13031","New Jersey","New York",9053,2014,"NJ","NY"
"13032","North Carolina","New Jersey",8311,2014,"NC","NJ"
"13033","New Jersey","North Dakota",89,2014,"NJ","ND"
"13034","Ohio","New Jersey",2432,2014,"OH","NJ"
"13035","Oklahoma","New Jersey",567,2014,"OK","NJ"
"13036","Oregon","New Jersey",275,2014,"OR","NJ"
"13037","Pennsylvania","New Jersey",20465,2014,"PA","NJ"
"13038","Rhode Island","New Jersey",491,2014,"RI","NJ"
"13039","South Carolina","New Jersey",3353,2014,"SC","NJ"
"13040","South Dakota","New Jersey",11,2014,"SD","NJ"
"13041","New Jersey","Tennessee",943,2014,"NJ","TN"
"13042","Texas","New Jersey",4130,2014,"TX","NJ"
"13043","Utah","New Jersey",360,2014,"UT","NJ"
"13044","Vermont","New Jersey",326,2014,"VT","NJ"
"13045","Virginia","New Jersey",4368,2014,"VA","NJ"
"13046","Washington","New Jersey",1393,2014,"WA","NJ"
"13047","West Virginia","New Jersey",687,2014,"WV","NJ"
"13048","New Jersey","Wisconsin",266,2014,"NJ","WI"
"13049","New Jersey","Wyoming",0,2014,"NJ","WY"
"13050","New Jersey","Puerto Rico",3194,2014,"NJ","PR"
"13051","New York","New Mexico",251,2014,"NY","NM"
"13052","North Carolina","New Mexico",294,2014,"NC","NM"
"13053","North Dakota","New Mexico",162,2014,"ND","NM"
"13054","Ohio","New Mexico",374,2014,"OH","NM"
"13055","New Mexico","Oklahoma",2242,2014,"NM","OK"
"13056","Oregon","New Mexico",1398,2014,"OR","NM"
"13057","New Mexico","Pennsylvania",436,2014,"NM","PA"
"13058","New Mexico","Rhode Island",0,2014,"NM","RI"
"13059","South Carolina","New Mexico",1025,2014,"SC","NM"
"13060","South Dakota","New Mexico",185,2014,"SD","NM"
"13061","Tennessee","New Mexico",503,2014,"TN","NM"
"13062","Texas","New Mexico",189,2014,"TX","NM"
"13063","Utah","New Mexico",1324,2014,"UT","NM"
"13064","New Mexico","Vermont",140,2014,"NM","VT"
"13065","New Mexico","Virginia",532,2014,"NM","VA"
"13066","Washington","New Mexico",877,2014,"WA","NM"
"13067","New Mexico","West Virginia",25,2014,"NM","WV"
"13068","New Mexico","Wisconsin",809,2014,"NM","WI"
"13069","Wyoming","New Mexico",55,2014,"WY","NM"
"13070","New Mexico","Puerto Rico",588,2014,"NM","PR"
"13071","North Carolina","New York",14081,2014,"NC","NY"
"13072","North Dakota","New York",705,2014,"ND","NY"
"13073","Ohio","New York",2993,2014,"OH","NY"
"13074","Oklahoma","New York",1318,2014,"OK","NY"
"13075","Oregon","New York",1286,2014,"OR","NY"
"13076","Pennsylvania","New York",9215,2014,"PA","NY"
"13077","Rhode Island","New York",2022,2014,"RI","NY"
"13078","South Carolina","New York",6445,2014,"SC","NY"
"13079","South Dakota","New York",678,2014,"SD","NY"
"13080","Tennessee","New York",2657,2014,"TN","NY"
"13081","Texas","New York",8406,2014,"TX","NY"
"13082","New York","Utah",200,2014,"NY","UT"
"13083","Vermont","New York",621,2014,"VT","NY"
"13084","Virginia","New York",7237,2014,"VA","NY"
"13085","Washington","New York",3098,2014,"WA","NY"
"13086","West Virginia","New York",594,2014,"WV","NY"
"13087","Wisconsin","New York",614,2014,"WI","NY"
"13088","New York","Wyoming",130,2014,"NY","WY"
"13089","New York","Puerto Rico",2378,2014,"NY","PR"
"13090","North Carolina","North Dakota",483,2014,"NC","ND"
"13091","North Carolina","Ohio",1078,2014,"NC","OH"
"13092","Oklahoma","North Carolina",484,2014,"OK","NC"
"13093","Oregon","North Carolina",499,2014,"OR","NC"
"13094","North Carolina","Pennsylvania",588,2014,"NC","PA"
"13095","Rhode Island","North Carolina",70,2014,"RI","NC"
"13096","South Carolina","North Carolina",4809,2014,"SC","NC"
"13097","North Carolina","South Dakota",379,2014,"NC","SD"
"13098","Tennessee","North Carolina",5751,2014,"TN","NC"
"13099","Texas","North Carolina",1330,2014,"TX","NC"
"13100","Utah","North Carolina",517,2014,"UT","NC"
"13101","North Carolina","Vermont",368,2014,"NC","VT"
"13102","North Carolina","Virginia",6059,2014,"NC","VA"
"13103","Washington","North Carolina",433,2014,"WA","NC"
"13104","North Carolina","West Virginia",2408,2014,"NC","WV"
"13105","Wisconsin","North Carolina",1203,2014,"WI","NC"
"13106","North Carolina","Wyoming",657,2014,"NC","WY"
"13107","North Carolina","Puerto Rico",734,2014,"NC","PR"
"13108","North Dakota","Ohio",714,2014,"ND","OH"
"13109","Oklahoma","North Dakota",348,2014,"OK","ND"
"13110","Oregon","North Dakota",634,2014,"OR","ND"
"13111","North Dakota","Pennsylvania",965,2014,"ND","PA"
"13112","North Dakota","Rhode Island",0,2014,"ND","RI"
"13113","North Dakota","South Carolina",308,2014,"ND","SC"
"13114","North Dakota","South Dakota",817,2014,"ND","SD"
"13115","North Dakota","Tennessee",249,2014,"ND","TN"
"13116","North Dakota","Texas",399,2014,"ND","TX"
"13117","North Dakota","Utah",205,2014,"ND","UT"
"13118","Vermont","North Dakota",32,2014,"VT","ND"
"13119","Virginia","North Dakota",284,2014,"VA","ND"
"13120","North Dakota","Washington",276,2014,"ND","WA"
"13121","North Dakota","West Virginia",22,2014,"ND","WV"
"13122","Wisconsin","North Dakota",102,2014,"WI","ND"
"13123","North Dakota","Wyoming",75,2014,"ND","WY"
"13124","North Dakota","Puerto Rico",0,2014,"ND","PR"
"13125","Oklahoma","Ohio",840,2014,"OK","OH"
"13126","Ohio","Oregon",710,2014,"OH","OR"
"13127","Ohio","Pennsylvania",7992,2014,"OH","PA"
"13128","Ohio","Rhode Island",782,2014,"OH","RI"
"13129","South Carolina","Ohio",3652,2014,"SC","OH"
"13130","South Dakota","Ohio",26,2014,"SD","OH"
"13131","Ohio","Tennessee",1761,2014,"OH","TN"
"13132","Texas","Ohio",3481,2014,"TX","OH"
"13133","Utah","Ohio",911,2014,"UT","OH"
"13134","Vermont","Ohio",20,2014,"VT","OH"
"13135","Virginia","Ohio",1248,2014,"VA","OH"
"13136","Ohio","Washington",588,2014,"OH","WA"
"13137","West Virginia","Ohio",75,2014,"WV","OH"
"13138","Wisconsin","Ohio",311,2014,"WI","OH"
"13139","Ohio","Wyoming",136,2014,"OH","WY"
"13140","Ohio","Puerto Rico",1553,2014,"OH","PR"
"13141","Oregon","Oklahoma",1587,2014,"OR","OK"
"13142","Oklahoma","Pennsylvania",510,2014,"OK","PA"
"13143","Oklahoma","Rhode Island",53,2014,"OK","RI"
"13144","South Carolina","Oklahoma",336,2014,"SC","OK"
"13145","South Dakota","Oklahoma",206,2014,"SD","OK"
"13146","Oklahoma","Tennessee",1011,2014,"OK","TN"
"13147","Oklahoma","Texas",4095,2014,"OK","TX"
"13148","Oklahoma","Utah",394,2014,"OK","UT"
"13149","Vermont","Oklahoma",62,2014,"VT","OK"
"13150","Oklahoma","Virginia",67,2014,"OK","VA"
"13151","Oklahoma","Washington",1226,2014,"OK","WA"
"13152","West Virginia","Oklahoma",170,2014,"WV","OK"
"13153","Oklahoma","Wisconsin",52,2014,"OK","WI"
"13154","Oklahoma","Wyoming",425,2014,"OK","WY"
"13155","Oklahoma","Puerto Rico",323,2014,"OK","PR"
"13156","Oregon","Pennsylvania",1178,2014,"OR","PA"
"13157","Oregon","Rhode Island",117,2014,"OR","RI"
"13158","South Carolina","Oregon",141,2014,"SC","OR"
"13159","Oregon","South Dakota",589,2014,"OR","SD"
"13160","Tennessee","Oregon",551,2014,"TN","OR"
"13161","Oregon","Texas",2708,2014,"OR","TX"
"13162","Oregon","Utah",1494,2014,"OR","UT"
"13163","Vermont","Oregon",130,2014,"VT","OR"
"13164","Oregon","Virginia",42,2014,"OR","VA"
"13165","Washington","Oregon",4927,2014,"WA","OR"
"13166","West Virginia","Oregon",163,2014,"WV","OR"
"13167","Oregon","Wisconsin",677,2014,"OR","WI"
"13168","Oregon","Wyoming",1569,2014,"OR","WY"
"13169","Oregon","Puerto Rico",9,2014,"OR","PR"
"13170","Rhode Island","Pennsylvania",58,2014,"RI","PA"
"13171","South Carolina","Pennsylvania",4631,2014,"SC","PA"
"13172","Pennsylvania","South Dakota",367,2014,"PA","SD"
"13173","Pennsylvania","Tennessee",714,2014,"PA","TN"
"13174","Texas","Pennsylvania",3166,2014,"TX","PA"
"13175","Utah","Pennsylvania",260,2014,"UT","PA"
"13176","Vermont","Pennsylvania",506,2014,"VT","PA"
"13177","Virginia","Pennsylvania",2755,2014,"VA","PA"
"13178","Washington","Pennsylvania",935,2014,"WA","PA"
"13179","West Virginia","Pennsylvania",126,2014,"WV","PA"
"13180","Wisconsin","Pennsylvania",159,2014,"WI","PA"
"13181","Pennsylvania","Wyoming",134,2014,"PA","WY"
"13182","Pennsylvania","Puerto Rico",4304,2014,"PA","PR"
"13183","South Carolina","Rhode Island",172,2014,"SC","RI"
"13184","Rhode Island","South Dakota",0,2014,"RI","SD"
"13185","Tennessee","Rhode Island",963,2014,"TN","RI"
"13186","Texas","Rhode Island",1407,2014,"TX","RI"
"13187","Utah","Rhode Island",35,2014,"UT","RI"
"13188","Vermont","Rhode Island",771,2014,"VT","RI"
"13189","Virginia","Rhode Island",428,2014,"VA","RI"
"13190","Washington","Rhode Island",324,2014,"WA","RI"
"13191","Rhode Island","West Virginia",0,2014,"RI","WV"
"13192","Wisconsin","Rhode Island",184,2014,"WI","RI"
"13193","Rhode Island","Wyoming",0,2014,"RI","WY"
"13194","Rhode Island","Puerto Rico",646,2014,"RI","PR"
"13195","South Carolina","South Dakota",315,2014,"SC","SD"
"13196","Tennessee","South Carolina",2051,2014,"TN","SC"
"13197","Texas","South Carolina",2,2014,"TX","SC"
"13198","Utah","South Carolina",510,2014,"UT","SC"
"13199","South Carolina","Vermont",52,2014,"SC","VT"
"13200","South Carolina","Virginia",3080,2014,"SC","VA"
"13201","South Carolina","Washington",2276,2014,"SC","WA"
"13202","South Carolina","West Virginia",48,2014,"SC","WV"
"13203","Wisconsin","South Carolina",490,2014,"WI","SC"
"13204","Wyoming","South Carolina",8,2014,"WY","SC"
"13205","South Carolina","Puerto Rico",1325,2014,"SC","PR"
"13206","South Dakota","Tennessee",328,2014,"SD","TN"
"13207","Texas","South Dakota",1159,2014,"TX","SD"
"13208","South Dakota","Utah",131,2014,"SD","UT"
"13209","Vermont","South Dakota",147,2014,"VT","SD"
"13210","South Dakota","Virginia",1295,2014,"SD","VA"
"13211","Washington","South Dakota",1379,2014,"WA","SD"
"13212","South Dakota","West Virginia",0,2014,"SD","WV"
"13213","South Dakota","Wisconsin",305,2014,"SD","WI"
"13214","South Dakota","Wyoming",1699,2014,"SD","WY"
"13215","Puerto Rico","South Dakota",26,2014,"PR","SD"
"13216","Texas","Tennessee",5025,2014,"TX","TN"
"13217","Utah","Tennessee",145,2014,"UT","TN"
"13218","Tennessee","Vermont",11,2014,"TN","VT"
"13219","Tennessee","Virginia",1147,2014,"TN","VA"
"13220","Tennessee","Washington",1918,2014,"TN","WA"
"13221","Tennessee","West Virginia",1324,2014,"TN","WV"
"13222","Tennessee","Wisconsin",17,2014,"TN","WI"
"13223","Wyoming","Tennessee",234,2014,"WY","TN"
"13224","Tennessee","Puerto Rico",320,2014,"TN","PR"
"13225","Utah","Texas",1092,2014,"UT","TX"
"13226","Texas","Vermont",106,2014,"TX","VT"
"13227","Texas","Virginia",5117,2014,"TX","VA"
"13228","Washington","Texas",2078,2014,"WA","TX"
"13229","Texas","West Virginia",361,2014,"TX","WV"
"13230","Texas","Wisconsin",2421,2014,"TX","WI"
"13231","Wyoming","Texas",1,2014,"WY","TX"
"13232","Texas","Puerto Rico",5019,2014,"TX","PR"
"13233","Vermont","Utah",192,2014,"VT","UT"
"13234","Virginia","Utah",222,2014,"VA","UT"
"13235","Utah","Washington",438,2014,"UT","WA"
"13236","West Virginia","Utah",17,2014,"WV","UT"
"13237","Wisconsin","Utah",672,2014,"WI","UT"
"13238","Utah","Wyoming",2460,2014,"UT","WY"
"13239","Utah","Puerto Rico",280,2014,"UT","PR"
"13240","Vermont","Virginia",439,2014,"VT","VA"
"13241","Washington","Vermont",332,2014,"WA","VT"
"13242","Vermont","West Virginia",146,2014,"VT","WV"
"13243","Wisconsin","Vermont",130,2014,"WI","VT"
"13244","Vermont","Wyoming",29,2014,"VT","WY"
"13245","Puerto Rico","Vermont",0,2014,"PR","VT"
"13246","Washington","Virginia",1402,2014,"WA","VA"
"13247","Virginia","West Virginia",2286,2014,"VA","WV"
"13248","Wisconsin","Virginia",397,2014,"WI","VA"
"13249","Virginia","Wyoming",7,2014,"VA","WY"
"13250","Virginia","Puerto Rico",1664,2014,"VA","PR"
"13251","Washington","West Virginia",258,2014,"WA","WV"
"13252","Washington","Wisconsin",412,2014,"WA","WI"
"13253","Wyoming","Washington",63,2014,"WY","WA"
"13254","Washington","Puerto Rico",548,2014,"WA","PR"
"13255","West Virginia","Wisconsin",246,2014,"WV","WI"
"13256","Wyoming","West Virginia",106,2014,"WY","WV"
"13257","Puerto Rico","West Virginia",0,2014,"PR","WV"
"13258","Wyoming","Wisconsin",1031,2014,"WY","WI"
"13259","Wisconsin","Puerto Rico",728,2014,"WI","PR"
"13260","Puerto Rico","Wyoming",0,2014,"PR","WY"
"13261","Alabama","Alaska",488,2015,"AL","AK"
"13262","Alabama","Arizona",1258,2015,"AL","AZ"
"13263","Alabama","Arkansas",1373,2015,"AL","AR"
"13264","California","Alabama",1876,2015,"CA","AL"
"13265","Colorado","Alabama",465,2015,"CO","AL"
"13266","Alabama","Connecticut",731,2015,"AL","CT"
"13267","Alabama","Delaware",1,2015,"AL","DE"
"13268","Alabama","District of Columbia",162,2015,"AL","DC"
"13269","Alabama","Florida",306,2015,"AL","FL"
"13270","Alabama","Georgia",11061,2015,"AL","GA"
"13271","Alabama","Hawaii",159,2015,"AL","HI"
"13272","Idaho","Alabama",564,2015,"ID","AL"
"13273","Alabama","Illinois",547,2015,"AL","IL"
"13274","Indiana","Alabama",946,2015,"IN","AL"
"13275","Alabama","Iowa",193,2015,"AL","IA"
"13276","Alabama","Kansas",560,2015,"AL","KS"
"13277","Kentucky","Alabama",98,2015,"KY","AL"
"13278","Louisiana","Alabama",1752,2015,"LA","AL"
"13279","Alabama","Maine",97,2015,"AL","ME"
"13280","Maryland","Alabama",91,2015,"MD","AL"
"13281","Alabama","Massachusetts",177,2015,"AL","MA"
"13282","Alabama","Michigan",1153,2015,"AL","MI"
"13283","Alabama","Minnesota",88,2015,"AL","MN"
"13284","Alabama","Mississippi",615,2015,"AL","MS"
"13285","Missouri","Alabama",275,2015,"MO","AL"
"13286","Alabama","Montana",120,2015,"AL","MT"
"13287","Alabama","Nebraska",307,2015,"AL","NE"
"13288","Nevada","Alabama",1291,2015,"NV","AL"
"13289","Alabama","New Hampshire",41,2015,"AL","NH"
"13290","New Jersey","Alabama",57,2015,"NJ","AL"
"13291","Alabama","New Mexico",417,2015,"AL","NM"
"13292","Alabama","New York",1211,2015,"AL","NY"
"13293","Alabama","North Carolina",241,2015,"AL","NC"
"13294","Alabama","North Dakota",1162,2015,"AL","ND"
"13295","Ohio","Alabama",525,2015,"OH","AL"
"13296","Oklahoma","Alabama",232,2015,"OK","AL"
"13297","Oregon","Alabama",61,2015,"OR","AL"
"13298","Alabama","Pennsylvania",1027,2015,"AL","PA"
"13299","Alabama","Rhode Island",4,2015,"AL","RI"
"13300","Alabama","South Carolina",114,2015,"AL","SC"
"13301","Alabama","South Dakota",89,2015,"AL","SD"
"13302","Tennessee","Alabama",3085,2015,"TN","AL"
"13303","Texas","Alabama",698,2015,"TX","AL"
"13304","Utah","Alabama",7,2015,"UT","AL"
"13305","Vermont","Alabama",72,2015,"VT","AL"
"13306","Alabama","Virginia",1884,2015,"AL","VA"
"13307","Alabama","Washington",291,2015,"AL","WA"
"13308","Alabama","West Virginia",205,2015,"AL","WV"
"13309","Alabama","Wisconsin",169,2015,"AL","WI"
"13310","Wyoming","Alabama",89,2015,"WY","AL"
"13311","Puerto Rico","Alabama",195,2015,"PR","AL"
"13312","Arizona","Alaska",1861,2015,"AZ","AK"
"13313","Arkansas","Alaska",132,2015,"AR","AK"
"13314","California","Alaska",2960,2015,"CA","AK"
"13315","Alaska","Colorado",162,2015,"AK","CO"
"13316","Alaska","Connecticut",41,2015,"AK","CT"
"13317","Delaware","Alaska",344,2015,"DE","AK"
"13318","District of Columbia","Alaska",235,2015,"DC","AK"
